,A,B,label
71,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
72,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
73,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
74,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","57), (restricting to a subsequence if necessary), thereexists some distribution P ∗ on Z such that P 1/kd→ P ∗ as k → ∞",0
75,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
76,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
77,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
78,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Nevertheless, this robust approach underlies recent advances in adversarial train-ing (Szegedy et al., 2013; Goodfellow et al., 2015; Papernot et al., 2016b; Carlini & Wagner, 2017;Madry et al., 2017), which heuristically perturb data during a stochastic optimization procedure.One such heuristic uses a locally linearized loss function (proposed with p = ∞ as the “fast gradientsign method” (Goodfellow et al., 2015)):∆xi(θ) := argmax
(cid:107)η(cid:107)p≤",0
79,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
80,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Then using thepreceding display, we have",0
81,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",Reasonable misclassiﬁcations correspond to having learned a data representation thatmakes gradients interpretable.,0
82,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
83,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
84,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
85,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Then ¯f is differentiable, andletting x(cid:63)(θ) = argmaxx∈X f (θ, x), we have ∇ ¯f (θ) = gθ(θ, x(cid:63)(θ))",0
86,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",We postulatea class P of distributions around the data-generating distribution P0 and consider the problem,0
87,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
88,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
89,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Figures 9 and 10 repeat Figures 2(b), 3, and 6 for a larger training adversarial budget (γ = 0.02C2)as well as larger test adversarial budgets",0
90,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
91,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","To see the second inequality, we show that ¯f is differentiable with ∇ ¯f (θ) = gθ(θ, z(cid:63)(θ))",0
92,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
93,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
94,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
95,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
96,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","From the proposition, we obtain the proximalprocedure in Algorithm 2 that can be used to solve for the approximate maximizer of (cid:96)(θ; z) −γc(z, z0) in Algorithm 1",0
97,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
98,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Replacing ReLU’s with sigmoids or ELU’s (Clevert et al., 2015) allows us to apply Theo-rem 2, making distributionally robust optimization tractable for deep learning.In supervised-learning scenarios, we are often interested in adversarial perturbations only to featurevectors (and not labels)",0
99,"Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",1
100,Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,1
101,"For smooth losses,our procedure provably achieves moderate levels of robustness with little compu-tational or statistical cost relative to empirical risk minimization","For a function
g : Z → R and a positive number λ > 0, the proximal operator for λg is deﬁned by",0
102,Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,Distillation as a defense to adversarialperturbations against deep neural networks,0
103,"For smooth losses,our procedure provably achieves moderate levels of robustness with little compu-tational or statistical cost relative to empirical risk minimization",Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,1
104,"We address this problemthrough the principled lens of distributionally robust optimization, which guar-antees performance under adversarial input perturbations",Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,1
105,"For smooth losses,our procedure provably achieves moderate levels of robustness with little compu-tational or statistical cost relative to empirical risk minimization","AS, HN, and JD were partially supported bythe SAIL-Toyota Center for AI Research",0
106,Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,1
107,"For imperceptible perturbations, our method matches or outperformsheuristic approaches.",Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,1
108,"Furthermore,our statistical guarantees allow us to efﬁciently certify robustness for the popu-lation loss",Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,1
109,"Furthermore,our statistical guarantees allow us to efﬁciently certify robustness for the popu-lation loss",is closed-valued and measurable,0
110,"For imperceptible perturbations, our method matches or outperformsheuristic approaches.",Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,1
111,"We address this problemthrough the principled lens of distributionally robust optimization, which guar-antees performance under adversarial input perturbations","The key feature of the penalty problem (2) is that moderate levels of robustness—in particular,defense against imperceptible adversarial perturbations—are achievable at essentially no computa-tional or statistical cost for smooth losses (cid:96)",0
112,"We address this problemthrough the principled lens of distributionally robust optimization, which guar-antees performance under adversarial input perturbations",Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,1
113,"For smooth losses,our procedure provably achieves moderate levels of robustness with little compu-tational or statistical cost relative to empirical risk minimization",the adversarial perturbation level adv,0
114,"By considering a La-grangian penalty formulation of perturbing the underlying data distribution in aWasserstein ball, we provide a training procedure that augments model param-eter updates with worst-case perturbations of training data",Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,1
115,"We address this problemthrough the principled lens of distributionally robust optimization, which guar-antees performance under adversarial input perturbations",Neural networks are vulnerable to adversarial examples and researchers have pro-posed many heuristic attack and defense mechanisms,1
